125.718074640477,100.25526559366,+AC0-2.22064316541869,0,0,,17.9780746404769,34.8492655936597,,
125.657568193542,100.17564794562,+AC0-2.22064316541869,0,0.1,,17.9175681935421,34.7696479456203,,
125.597061746607,100.096030297581,+AC0-2.22064316541869,0,0.2,,17.8570617466073,34.6900302975809,,
125.536555299673,100.016412649542,+AC0-2.22064316541869,0,0.3,,17.7965552996725,34.6104126495415,,
125.476048852738,99.9367950015021,+AC0-2.22064316541869,0,0.4,,17.7360488527378,34.5307950015021,,
125.415542405803,99.8571773534627,+AC0-2.22064316541869,0,0.5,,17.675542405803,34.4511773534627,107.74,65.406
125.355035958868,99.7775597054233,+AC0-2.22064316541869,0,0.6,,17.6150359588681,34.3715597054233,,
125.294529511933,99.6979420573839,+AC0-2.22064316541869,0,0.7,,17.5545295119334,34.2919420573839,,
125.234023064999,99.6183244093445,+AC0-2.22064316541869,0,0.8,,17.4940230649986,34.2123244093445,,
125.173516618064,99.5387067613051,+AC0-2.22064316541869,0,0.9,,17.4335166180638,34.1327067613051,,
125.113010171129,99.4590891132657,+AC0-2.22064316541869,0,1,,17.373010171129,34.0530891132657,,
125.052503724194,99.3794714652263,+AC0-2.22064316541869,0,1.1,,17.3125037241942,33.9734714652263,,
124.991997277259,99.2998538171869,+AC0-2.22064316541869,0,1.2,,17.2519972772594,33.8938538171869,,
124.931490830325,99.2202361691475,+AC0-2.22064316541869,0,1.3,,17.1914908303246,33.8142361691475,,
124.87098438339,99.1406185211081,+AC0-2.22064316541869,0,1.4,,17.1309843833898,33.7346185211081,,
124.810477936455,99.0610008730687,+AC0-2.22064316541869,0,1.5,,17.070477936455,33.6550008730687,,
124.74997148952,98.9813832250293,+AC0-2.22064316541869,0,1.6,,17.0099714895202,33.5753832250293,,
124.689465042585,98.9017655769899,+AC0-2.22064316541869,0,1.7,,16.9494650425854,33.4957655769899,,
124.628958595651,98.8221479289505,+AC0-2.22064316541869,0,1.8,,16.8889585956506,33.4161479289505,,
124.568452148716,98.7425302809111,+AC0-2.22064316541869,0,1.9,,16.8284521487158,33.3365302809111,,
124.507945701781,98.6629126328717,+AC0-2.22064316541869,0,2,,16.767945701781,33.2569126328717,,
124.447439254846,98.5832949848323,+AC0-2.22064316541869,0,2.1,,16.7074392548462,33.1772949848323,,
124.386932807911,98.5036773367929,+AC0-2.22064316541869,0,2.2,,16.6469328079114,33.0976773367928,,
124.326426360977,98.4240596887535,+AC0-2.22064316541869,0,2.3,,16.5864263609766,33.0180596887534,,
124.265919914042,98.3444420407141,+AC0-2.22064316541869,0,2.4,,16.5259199140418,32.938442040714,,
124.205413467107,98.2648243926747,+AC0-2.22064316541869,0,2.5,,16.465413467107,32.8588243926746,,
124.144907020172,98.1852067446352,+AC0-2.22064316541869,0,2.6,,16.4049070201722,32.7792067446352,,
124.084400573237,98.1055890965958,+AC0-2.22064316541869,0,2.7,,16.3444005732374,32.6995890965958,,
124.023894126303,98.0259714485564,+AC0-2.22064316541869,0,2.8,,16.2838941263026,32.6199714485564,,
123.963387679368,97.946353800517,+AC0-2.22064316541869,0,2.9,,16.2233876793678,32.540353800517,,
123.94684027924,97.9245798384671,+AC0-2.73030619511135,+AC0-1.15640928613558E+AC0-16,0,,16.20684027924,32.5185798384671,,
123.85106875718,97.8828218283998,+AC0-2.73067060094946,+AC0-0.0069773787106,0.1,,16.1110687571797,32.4768218283998,,
123.755295142197,97.8411459707116,+AC0-2.7317644650173,+AC0-0.013973321336366,0.2,,16.0152951421974,32.4351459707116,,
123.659517341371,97.7996344177817,+AC0-2.73358972401372,+AC0-0.021006333764463,0.3,,15.9195173413711,32.3936344177817,,
123.563733261779,97.7583693219892,+AC0-2.73614959577685,+AC0-0.028094801759834,0.4,,15.8237332617789,32.3523693219892,,
123.467940810499,97.7174328357133,+AC0-2.73944856386989,+AC0-0.035256920676694,0.5,,15.7279408104986,32.3114328357133,,
123.372137894608,97.676907111333,+AC0-2.74349235514872,+AC0-0.042510612727837,0.6,,15.6321378946084,32.270907111333,,
123.276322421186,97.6368743012276,+AC0-2.74828790944961,+AC0-0.049873427394229,0.7,,15.5363224211863,32.2308743012276,,
123.18049229731,97.5974165577761,+AC0-2.75384334027768,+AC0-0.057362420351013,0.8,,15.4404922973102,32.1914165577761,,
123.084645430058,97.5586160333577,+AC0-2.76016788511207,+AC0-0.064994006062416,0.9,,15.3446454300582,32.1526160333577,,
122.988779726508,97.5205548803515,+AC0-2.76727184367316,+AC0-0.072783778984111,1,,15.2487797265083,32.1145548803515,,
122.892893093739,97.4833152511367,+AC0-2.77516650222366,+AC0-0.080746298143933,1.1,,15.1528930937385,32.0773152511366,,
122.796983438827,97.4469792980923,+AC0-2.78386404170298,+AC0-0.088894829798766,1.2,,15.0569834388268,32.0409792980923,,
122.701048668851,97.4116291735976,+AC0-2.79337742723154,+AC0-0.097241042949063,1.3,,14.9610486688511,32.0056291735976,,
122.60508669089,97.3773470300317,+AC0-2.80372027627804,+AC0-0.105794652811006,1.4,,14.8650866908896,31.9713470300317,,
122.50909541202,97.3442150197736,+AC0-2.81490670257532,+AC0-0.114563007995622,1.5,,14.7690954120203,31.9382150197736,,
122.413072739321,97.3123152952026,+AC0-2.82695113271702,+AC0-0.123550618238101,1.6,,14.673072739321,31.9063152952026,,
122.31701657987,97.2817300086978,+AC0-2.83986809229501,+AC0-0.132758621189952,1.7,,14.5770165798699,31.8757300086978,,
122.220924840745,97.2525413126383,+AC0-2.85367195847738,+AC0-0.142184189174581,1.8,,14.4809248407449,31.8465413126383,,
122.124795429024,97.2248313594032,+AC0-2.86837667611582,+AC0-0.151819880060568,1.9,,14.3847954290241,31.8188313594032,,
122.028626251786,97.1986823013717,+AC0-2.88399543485457,+AC0-0.161652940663244,2,,14.2886262517855,31.7926823013717,,
121.932415216107,97.1741762909229,+AC0-2.90054030533803,+AC0-0.171664576449015,2.1,,14.1924152161071,31.7681762909229,,
121.836160229067,97.151395480436,+AC0-2.91802183353193,+AC0-0.181829207831593,2.2,,14.0961602290668,31.745395480436,,
121.739859197743,97.1304220222901,+AC0-2.9364485934344,+AC0-0.19211374095728,2.3,,13.9998591977427,31.72442202229,,
121.643510029213,97.1113380688642,+AC0-2.95582670010067,+AC0-0.202476889373094,2.4,,13.9035100292129,31.7053380688642,,
121.547110630555,97.0942257725377,+AC0-2.97615928696919,+AC0-0.212868591953351,2.5,,13.8071106305552,31.6882257725377,,
121.450658908848,97.0791672856895,+AC0-2.99744595396316,+AC0-0.223229581277297,2.6,,13.7106589088478,31.6731672856895,,
121.354152771169,97.0662447606989,+AC0-3.01968219572268,+AC0-0.233491164369858,2.7,,13.6141527711686,31.6602447606989,,
121.257590124596,97.055540349945,+AC0-3.04285882252411,+AC0-0.243575283118278,2.8,,13.5175901245956,31.6495403499449,,
121.160968876207,97.0471362058068,+AC0-3.06696138983331,+AC0-0.253394923290191,2.9,,13.4209688762069,31.6411362058068,,
121.06428693308,97.0411144806636,+AC0-3.09196965582019,+AC0-0.262854937293856,3,,13.3242869330805,31.6351144806636,,
120.967542202294,97.0375573268944,+AC0-3.1178570892669,+AC0-0.27185333507781,3.1,,13.2275422022943,31.6315573268944,,
120.870732590926,97.0365468968785,3.13859485437943,+AC0-0.280283078626426,3.2,,13.1307325909264,31.6305468968785,,
120.773856355772,97.038151615709,3.11161642419214,+AC0-0.272778996688813,3.3,,13.0338563557724,31.632151615709,,
120.676914729965,97.0423230798752,3.08576843589557,+AC0-0.259929120704771,3.4,,12.9369147299649,31.6363230798752,,
120.579910450984,97.0489538365025,3.06113131739411,+AC0-0.246805230572044,3.5,,12.8399104509838,31.6429538365025,,
120.482846267926,97.0579359767347,3.03771895132234,+AC0-0.233532249988096,3.6,,12.7428462679256,31.6519359767347,,
120.385724929887,97.0691615917156,3.01553777848849,+AC0-0.220218142493808,3.7,,12.6457249298867,31.6631615917156,,
120.288549185964,97.0825227725892,2.99458785397884,+AC0-0.206953847974524,3.8,,12.5485491859638,31.6765227725892,,
120.191321785253,97.0979116104992,2.97486388278362,+AC0-0.193813833505289,3.9,,12.4513217852531,31.6919116104992,,
120.094045476851,97.1152201965896,2.956356207915,+AC0-0.180857087715367,4,,12.3540454768514,31.7092201965896,,
119.996723009855,97.1343406220041,2.9390517320648,+AC0-0.168128405783848,4.1,,12.256723009855,31.7283406220041,,
119.899357133361,97.1551649778866,2.92293476089116,+AC0-0.15565983621371,4.2,,12.1593571333606,31.7491649778866,,
119.801950596464,97.1775853553809,2.90798776185592,+AC0-0.143472186612622,4.3,,12.0619505964645,31.7715853553809,,
119.704506148263,97.201493845631,2.89419203713181,+AC0-0.131576510974977,4.4,,11.9645061482632,31.7954938456309,,
119.607026537853,97.2267825397805,2.88152831253842,+AC0-0.11997552363728,4.5,,11.8670265378534,31.8207825397805,,
119.509514514331,97.2533435289735,2.86997724688316,+AC0-0.108664904271872,4.6,,11.7695145143314,31.8473435289735,,
119.411972826794,97.2810689043537,2.859519867642,+AC0-0.097634473737018,4.7,,11.6719728267939,31.8750689043537,,
119.314404224337,97.309850757065,2.85013793978211,+AC0-0.086869232481791,4.8,,11.5744042243372,31.903850757065,,
119.216811456058,97.3395811782512,2.8418142748603,+AC0-0.076350261921925,4.9,,11.4768114560579,31.9335811782512,,
119.119197271052,97.3701522590562,2.83453298746636,+AC0-0.066055495278218,5,,11.3791972710525,31.9641522590562,,
119.021564418417,97.4014560906238,2.8282797057318,+AC0-0.055960368342191,5.1,,11.2815644184175,31.9954560906238,,
118.923915647249,97.4333847640979,2.82304174208528,+AC0-0.046038363009899,5.2,,11.1839156472493,32.0273847640979,,
118.826253706645,97.4658303706223,2.81880822977548,+AC0-0.036261457645939,5.3,,11.0862537066446,32.0598303706223,,
118.7285813457,97.4986850013409,2.81557022995239,+AC0-0.026600498773319,5.4,,10.9885813456998,32.0926850013409,,
118.630901313511,97.5318407473975,2.81332081333395,+AC0-0.017025508525023,5.5,,10.8909013135114,32.1258407473975,,
118.533216359176,97.5651896999359,2.81205511971092,+AC0-0.007505941966751,5.6,,10.7932163591758,32.1591896999359,,
